label,sentence
1,"(Taymor) utilizes the idea of making Kahlo's art a living, breathing part of the movie, often catapulting the artist into her own work."
1,"One of those rare films that come by once in a while with flawless amounts of acting, direction, story and pace."
1,Forget about one Oscar nomination for Julianne Moore this year - she should get all five.
1,I like it.
0,"Philosophically, intellectually and logistically a mess."
1,"While the humor is recognizably Plympton, he has actually bothered to construct a real story this time."
1,"Although some viewers will not be able to stomach so much tongue-in-cheek weirdness, those who do will have found a cult favorite to enjoy for a lifetime."
0,A well-crafted letdown.
1,Duvall is strong as always.
0,Toward the end Sum of All Fears morphs into a mundane '70s disaster flick.
1,"Terrific performances, great to look at, and funny."
1,Very well-written and very well-acted.
0,"There's a little violence and lots of sex in a bid to hold our attention, but it grows monotonous after a while, as do Joan and Philip's repetitive arguments, schemes and treachery."
0,"Girlfriends are bad, wives are worse and babies are the kiss of death in this bitter Italian comedy."
0,"Adrift, Bentley and Hudson stare and sniffle, respectively, as Ledger attempts, in vain, to prove that movie-star intensity can overcome bad hair design."
0,"Muddled, simplistic and more than a little pretentious."
0,"Morrissette has performed a difficult task indeed - he's taken one of the world's most fascinating stories and made it dull, lifeless, and irritating."
0,"Carrying this wafer-thin movie on his nimble shoulders, Chan wades through putrid writing, direction and timing with a smile that says, 'If I stay positive, maybe I can channel one of my greatest pictures, Drunken Master.'"
1,Nothing short of a masterpiece -- and a challenging one.
0,"This latest installment of the horror film franchise that is apparently as invulnerable as its trademark villain has arrived for an incongruous summer playoff, demonstrating yet again that the era of the intelligent, well-made B movie is long gone."
1,And that makes all the difference.
1,Robert Harmon's less-is-more approach delivers real bump-in -the-night chills -- his greatest triumph is keeping the creepy crawlies hidden in the film's thick shadows.
0,"...a sour little movie at its core; an exploration of the emptiness that underlay the relentless gaiety of the 1920's ...The film's ending has a ""What was it all for?"""
1,It's good to see Michael Caine whipping out the dirty words and punching people in the stomach again.
0,"Slack and uninspired, and peopled mainly by characters so unsympathetic that you're left with a sour taste in your mouth."
0,"Forgettable, if good-hearted, movie."
1,A riveting story well told.
0,"For every articulate player, such as skateboarder Tony Hawk or BMX rider Mat Hoffman, are about a half dozen young Turks angling to see how many times they can work the words ""radical"" or ""suck"" into a sentence."
0,A culture clash comedy only half as clever as it thinks it is.
0,"This is a third-person story now, told by Hollywood, and much more ordinary for it."
0,"At 90 minutes this movie is short, but it feels much longer."
0,"McKay seems embarrassed by his own invention and tries to rush through the intermediary passages, apparently hoping that the audience will not notice the glaring triteness of the plot device he has put in service."
0,The big-screen Scooby makes the silly original cartoon seem smart and well-crafted in comparison.
1,"The fact is that the screen is most alive when it seems most likely that Broomfield's interviewees, or even himself, will not be for much longer."
0,The script?
1,"Nicole Holofcener's Lovely and Amazing, from her own screenplay, jumps to the head of the class of women's films that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style."
1,"likeable thanks to its cast, its cuisine and its quirky tunes."
1,"borrows a bit from the classics ""Wait Until Dark"" and ""Extremities"" ... But in terms of its style, the movie is in a class by itself."
1,A pleasant piece of escapist entertainment.
1,Sweet and memorable film.
1,This is a movie you can trust.
0,Whole stretches of the film may be incomprehensible to moviegoers not already clad in basic black.
1,"Impresses as a skillfully assembled, highly polished and professional adaptation...just about as chilling and unsettling as 'Manhunter' was."
0,These guys seem great to knock back a beer with but they're simply not funny performers.
1,"There are a couple of things that elevate ""Glory"" above most of its ilk, most notably the mere presence of Duvall."
1,It is also a testament to the integrity and vision of the band.
1,"Daily struggles and simple pleasures usurp the preaching message so that, by the time the credits roll across the pat ending, a warm, fuzzy feeling prevails."
1,Many a parent and their teen (or preteen) kid could bond while watching A Walk To Remember.
1,The Trials of Henry Kissinger is a remarkable piece of filmmaking ... because you get it.
1,"Though the film is static, its writer-director's heart is in the right place, his plea for democracy and civic action laudable."
1,"Evelyn's strong cast and surehanded direction make for a winning, heartwarming yarn."
0,...bibbidy-bobbidi-bland.
0,"One thing's for sure--if George Romero had directed this movie, it wouldn't have taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head."
1,And he allows a gawky actor like Spall -- who could too easily become comic relief in any other film -- to reveal his impressively delicate range.
0,Epps has neither the charisma nor the natural affability that has made Tucker a star.
1,"It's rare to find a film to which the adjective 'gentle' applies, but the word perfectly describes Pauline & Paulette."
1,'Blue Crush' swims away with the Sleeper Movie of the Summer award.
0,Needed a little less bling-bling and a lot more romance.
1,"It lets you brush up against the humanity of a psycho, without making him any less psycho."
0,But the movie's narrative hook is way too muddled to be an effectively chilling guilty pleasure.
1,"So fiendishly cunning that even the most jaded cinema audiences will leave the auditorium feeling dizzy, confused, and totally disorientated."
1,"Despite an overwrought ending, the film works as well as it does because of the performances."
1,A film of ideas and wry comic mayhem.
1,"Effective in all its aspects, Margarita Happy Hour represents an auspicious feature debut for Chaiken."
0,"Goldmember has none of the visual wit of the previous pictures, and it looks as though Jay Roach directed the film from the back of a taxicab."
1,Quietly engaging.
1,What could have been a daytime soap opera is actually a compelling look at a young woman's tragic odyssey.
0,Not completely loveable -- but what underdog movie since The Bad News Bears has been?
0,"A 94-minute travesty of unparalleled proportions, writer-director Parker seems to go out of his way to turn the legendary wit's classic mistaken identity farce into brutally labored and unfunny hokum."
0,What starts off as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points.
1,The dirty jokes provide the funniest moments in this oddly sweet comedy about jokester highway patrolmen.
0,"Has none of the crackle of ""Fatal Attraction"", ""9 ½ Weeks"", or even ""Indecent Proposal"", and feels more like Lyne's stolid remake of ""Lolita""."
1,"A sensitive, modest comic tragedy that works as both character study and symbolic examination of the huge economic changes sweeping modern China."
1,"Fathers and sons, and the uneasy bonds between them, rarely have received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film."
0,"As a director, Eastwood is off his game -- there's no real sense of suspense, and none of the plot 'surprises' are really surprising."
1,There's much tongue in cheek in the film and there's no doubt the filmmaker is having fun with it all.
1,"...""Bowling for Columbine"" remains a disquieting and thought-provoking film..."
0,"It's a loathsome movie, it really is and it makes absolutely no sense."
0,Phoned-in business as usual.
0,"The only thing to fear about ""Fear Dot Com"" is hitting your head on the theater seat in front of you when you doze off thirty minutes into the film."
1,"Blade II merges bits and pieces from fighting games, wire fu, horror movies, mystery, James Bond, wrestling, sci-fi and anime into one big bloody stew."
0,"To the vast majority of more casual filmgoers, it will probably be a talky bore."
1,"There is a real subject here, and it is handled with intelligence and care."
1,Bigelow offers some flashy twists and turns that occasionally fortify this turgid fable.
1,The film has the uncanny ability to right itself precisely when you think it's in danger of going wrong.
0,It's a mystery how the movie could be released in this condition.
1,"An unforgettable look at morality, family, and social expectation through the prism of that omnibus tradition called marriage."
0,A sad and rote exercise in milking a played-out idea -- a straight guy has to dress up in drag -- that shockingly manages to be even worse than its title would imply.
1,A funny film.
1,A gangster movie with the capacity to surprise.
0,A grand fart coming from a director beginning to resemble someone's crazy French grandfather.
0,"It's possible that something hip and transgressive was being attempted here that stubbornly refused to gel, but the result is more puzzling than unsettling."
1,"An entertaining, if somewhat standardized, action movie."
1,"A generous, inspiring film that unfolds with grace and humor and gradually becomes a testament to faith."
0,Eight Legged Freaks?
1,Malcolm McDowell is cool.
0,"The movie wavers between Hallmark card sentimentality and goofy, life-affirming moments straight out of a cellular phone commercial."
1,"As a thoughtful and unflinching examination of an alternative lifestyle, Sex with Strangers is a success."
0,A reality-snubbing hodgepodge.
0,(A) slummer.
0,"It's a big idea, but the film itself is small and shriveled."
1,An engrossing portrait of a man whose engaging manner and flamboyant style made him a truly larger-than-life character.
1,"Sayles has a knack for casting, often resurrecting performers who rarely work in movies now ... and drawing flavorful performances from bland actors."
0,"For all its violence, the movie is remarkably dull with only Caine making much of an impression."
1,"This is a finely written, superbly acted offbeat thriller."
1,"At the end, when the now computerized Yoda finally reveals his martial artistry, the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside."
1,Ferrara's strongest and most touching movie of recent years.
0,...a cinematic disaster so inadvertently sidesplitting it's worth the price of admission for the ridicule factor alone.
0,"Even if it made its original release date last fall, it would've reeked of a been-there, done-that sameness."
0,"Unfortunately, it's also not very good."
1,"The most wondrous love story in years, it is a great film."
0,"Too much power, not enough puff."
0,"Despite an impressive roster of stars and direction from Kathryn Bigelow, The Weight of Water is oppressively heavy."
1,"Finally, the French-produced ""Read My Lips"" is a movie that understands characters must come first."
1,"Even before it builds up to its insanely staged ballroom scene, in which 3000 actors appear in full regalia, it's waltzed itself into the art film pantheon."
0,"A film which presses familiar Herzog tropes into the service of a limpid and conventional historical fiction, when really what we demand of the director is to be mesmerised."
1,The rare movie that's as crisp and to the point as the novel on which it's based.
0,"Here, common sense flies out the window, along with the hail of bullets, none of which ever seem to hit Sascha."
1,"(Dong) makes a valiant effort to understand everyone's point of view, and he does such a good job of it that Family Fundamentals gets you riled up."
0,"once she lets her love depraved leads meet, (Denis') story becomes a hopeless, unsatisfying muddle"
0,Nothing too deep or substantial.
0,But what is missing from it all is a moral.
1,Splendidly illustrates the ability of the human spirit to overcome adversity.
0,"Obvious, obnoxious and didactic burlesque."
1,It's definitely a step in the right direction.
0,"Vaguely interesting, but it's just too too much."
1,"The film sounds like the stuff of lurid melodrama, but what makes it interesting as a character study is the fact that the story is told from Paul's perspective."
1,"This one is a few bits funnier than Malle's dud, if only because the cast is so engagingly messing around like Slob City reductions of Damon Runyon crooks."
1,The writing is clever and the cast is appealing.
1,Although commentary on Nachtwey is provided ... it's the image that really tells the tale.
0,"A nearly 21/2 hours, the film is way too indulgent."
0,"...unlikable, uninteresting, unfunny, and completely, utterly inept."
1,"Some of the visual flourishes are a little too obvious, but restrained and subtle storytelling, and fine performances make this delicate coming-of-age tale a treat."
1,"But the talented cast alone will keep you watching, as will the fight scenes."
1,"Earnest, unsubtle and Hollywood-predictable, Green Dragon is still a deeply moving effort to put a human face on the travail of thousands of Vietnamese."
1,Jeffrey Tambor's performance as the intelligent jazz-playing exterminator is Oscar-worthy.
1,"An overly familiar scenario is made fresh by an intelligent screenplay and gripping performances in this low-budget, video-shot, debut indie effort."
0,"A clash between the artificial structure of the story and the more contemporary, naturalistic tone of the film ..."
0,'Christian Bale's Quinn (is) a leather clad grunge-pirate with a hairdo like Gandalf in a wind-tunnel and a simply astounding cor-blimey-luv-a-duck cockney accent.'
0,I'm not exactly sure what this movie thinks it is about.
1,It's a scorcher.
0,A real snooze.
1,"Like its title character, this Nicholas Nickleby finds itself in reduced circumstances -- and, also like its hero, it remains brightly optimistic, coming through in the end."
0,"The kids in the audience at the preview screening seemed bored, cheering the pratfalls but little else; their parents, wise folks that they are, read books."
0,"Partly a schmaltzy, by-the-numbers romantic comedy, partly a shallow rumination on the emptiness of success -- and entirely soulless."
0,"For its 100 minutes running time, you'll wait in vain for a movie to happen."
1,"A chronicle not only of one man's quest to be president, but of how that man single-handedly turned a plane full of hard-bitten, cynical journalists into what was essentially, by campaign's end, an extended publicity department."
0,A movie that harps on media-constructed 'issues' like whether compromise is the death of self... this Orgasm (won't be an) exceedingly memorable one for most people.
1,Fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense.
0,This is not one of the movies you'd want to watch if you only had a week to live.
0,"But mainstream audiences will find little of interest in this film, which is often preachy and poorly acted."
1,"At once subtle and visceral, the film never succumbs to the trap of the maudlin or tearful, offering instead with its unflinching gaze a measure of faith in the future."
0,"Lookin' for sin, American-style?"
0,It drowns in sap.
0,Laggard drama wending its way to an uninspired philosophical epiphany.
0,"Interminably bleak, to say nothing of boring."
0,Believability wasn't one of the film's virtues.
1,"Filled with Alexandre Desplat's haunting and sublime music, the movie completely transfixes the audience."
1,"The Four Feathers is definitely horse feathers, but if you go in knowing that, you might have fun in this cinematic sandbox."
0,"The movie attempts to mine laughs from a genre -- the gangster/crime comedy -- that wore out its welcome with audiences several years ago, and its cutesy reliance on movie-specific cliches isn't exactly endearing."
1,Steadfastly uncinematic but powerfully dramatic.
0,... del Toro maintains a dark mood that makes the film seem like something to endure instead of enjoy.
1,"This filmed Tosca -- not the first, by the way -- is a pretty good job, if it's filmed Tosca that you want."
1,Features one of the most affecting depictions of a love affair ever committed to film.
1,"A journey spanning nearly three decades of bittersweet camaraderie and history, in which we feel that we truly know what makes Holly and Marina tick, and our hearts go out to them as both continue to negotiate their imperfect, love-hate relationship."
0,"Starts out strongly before quickly losing its focus, point and purpose in a mess of mixed messages, over-blown drama and Bruce Willis with a scar."
0,"Though an important political documentary, this does not really make the case the Kissinger should be tried as a war criminal."
0,"Swims in mediocrity, sticking its head up for a breath of fresh air now and then."
1,"Although the film boils down to a lightweight story about matchmaking, the characters make Italian for Beginners worth the journey"
0,"Even fans of Ismail Merchant's work, I suspect, would have a hard time sitting through this one."
0,"The high-concept scenario soon proves preposterous, the acting is robotically italicized, and truth-in-advertising hounds take note: There's very little hustling on view."
0,What's worse is that Pelosi knows it.
0,"A ""Home Alone"" film that is staged like ""Rosemary's Baby,"" but is not as well-conceived as either of those films."
0,"Although made on a shoestring and unevenly acted, conjures a Lynch-like vision of the rotting underbelly of Middle America."
0,"Everything about Girls Can't Swim, even its passages of sensitive observation, feels secondhand, familiar -- and not in a good way."
1,Brian Tufano's handsome widescreen photography and Paul Grabowsky's excellent music turn this fairly parochial melodrama into something really rather special.
1,It is definitely worth seeing.
1,A heroic tale of persistence that is sure to win viewers' hearts.
0,Will probably be one of those movies barely registering a blip on the radar screen of 2002.
1,"a bilingual charmer, just like the woman who inspired it"
1,Allen's underestimated charm delivers more goodies than lumps of coal.
1,"Everybody loves a David and Goliath story, and this one is told almost entirely from David's point of view."
1,Both lead performances are Oscar-size.
1,"As a good old-fashioned adventure for kids, Spirit: Stallion of the Cimarron is a winner."
0,"It's super- violent, super-serious and super-stupid."
0,All the small moments and flashbacks don't add up to much more than trite observations on the human condition.
1,"Elaborate special effects take centre screen, so that the human story is pushed to one side."
1,"The film is ... determined to treat its characters, weak and strong, as fallible human beings, not caricatures, and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation."
0,I found the movie as divided against itself as the dysfunctional family it portrays.
1,Too daft by half ... but supremely good natured.
0,"Though Frida is easier to swallow than Julie Taymor's preposterous Titus, the eye candy here lacks considerable brio."
1,"The film is hard to dismiss -- moody, thoughtful, and lit by flashes of mordant humor."
1,The first five minutes will have you talking 'til the end of the year!
0,...silly humbuggery...
0,Predecessors The Mummy and The Mummy Returns stand as intellectual masterpieces next to The Scorpion King.
1,"Worth a look by those on both sides of the issues, if only for the perspective it offers, one the public rarely sees."
1,It zips along with B-movie verve while adding the rich details and go-for-broke acting that heralds something special.
0,...too sappy for its own good.
0,This flat run at a hip-hop Tootsie is so poorly paced you could fit all of Pootie Tang in between its punchlines.
0,"No, I don't know why Steven Seagal is considered a star, nor why he keeps being cast in action films when none of them are ever any good or make any money."
1,"If S&M seems like a strange route to true love, maybe it is, but it's to this film's (and its makers') credit that we believe that that's exactly what these two people need to find each other -- and themselves."
0,Little is done to support the premise other than fling gags at it to see which ones shtick.
0,One of those decades-spanning historical epics that strives to be intimate and socially encompassing but fails to do justice to either effort in three hours of screen time.
1,The kind of sweet-and-sour insider movie that film buffs will eat up like so much gelati.
0,"a huge disappointment coming, as it does, from filmmakers and performers of this calibre"
0,"For a film that's being advertised as a comedy, Sweet Home Alabama isn't as funny as you'd hoped."
0,"Richard Pryor mined his personal horrors and came up with a treasure chest of material, but Lawrence gives us mostly fool's gold."
1,A movie of riveting power and sadness.
1,Robert John Burke as The Monster horns in and steals the show.
1,"The new Insomnia is a surprisingly faithful remake of its chilly predecessor, and when it does elect to head off in its own direction, it employs changes that fit it well rather than ones that were imposed for the sake of commercial sensibilities."
1,Just offbeat enough to keep you interested without coming close to bowling you over.
0,"Written, flatly, by David Kendall and directed, barely, by There's Something About Mary co-writer Ed Decter."
0,"It's a film with an idea buried somewhere inside its fabric, but never clearly seen or felt."
0,One can only assume that the jury who bestowed star Hoffman's brother Gordy with the Waldo Salt Screenwriting award at 2002's Sundance Festival were honoring an attempt to do something different over actually pulling it off
1,"Seeks to transcend its genre with a curiously stylized, quasi-Shakespearean portrait of pure misogynist evil."
0,Not a stereotype is omitted nor a cliché left unsaid.
1,"A smart, steamy mix of road movie, coming-of-age story and political satire."
0,"It's coherent, well shot, and tartly acted, but it wears you down like a dinner guest showing off his doctorate."
1,"K-19 will not go down in the annals of cinema as one of the great submarine stories, but it is an engaging and exciting narrative of Man confronting the Demons of his own fear and paranoia."
1,A four star performance from Kevin Kline who unfortunately works with a two star script.
1,God bless Crudup and his aversion to taking the easy Hollywood road and cashing in on his movie-star gorgeousness.
1,It's a feel-good movie about which you can actually feel good.
1,"If anything, see it for Karen Black, who camps up a storm as a fringe feminist conspiracy theorist named Dirty Dick."
1,"Watching the chemistry between Freeman and Judd, however, almost makes this movie worth seeing."
1,Moonlight Mile gives itself the freedom to feel contradictory things.
1,It's a movie that accomplishes so much that one viewing can't possibly be enough.
1,"The film aims to be funny, uplifting and moving, sometimes all at once."
0,"The film never gets over its own investment in conventional arrangements, in terms of love, age, gender, race, and class."
1,Nicely combines the enigmatic features of 'Memento' with the hallucinatory drug culture of 'Requiem for a Dream.'
0,"Sorvino makes the princess seem smug and cartoonish, and the film only really comes alive when poor Hermocrates and Leontine pathetically compare notes about their budding amours."
0,(A) stale retread of the '53 original.
1,"More concerned with overall feelings, broader ideas, and open-ended questions than concrete story and definitive answers, Soderbergh's Solaris is a gorgeous and deceptively minimalist cinematic tone poem."
1,Alarms for Duvall's throbbing sincerity and his elderly propensity for patting people while he talks.
0,There's no point in extracting the bare bones of Byatt's plot for purposes of bland Hollywood romance.
1,"The performances are amiable and committed, and the comedy more often than not hits the bullseye."
0,ZigZag might have been richer and more observant if it were less densely plotted.
0,"To better understand why this didn't connect with me would require another viewing, and I won't be sitting through this one again...that in itself is commentary enough."
0,"is a question for philosophers, not filmmakers; all the filmmakers need to do is engage an audience."
0,"At some point, all this visual trickery stops being clever and devolves into flashy, vaguely silly overkill."
0,A ragbag of cliches.
0,overburdened with complicated plotting and banal dialogue
1,"The picture runs a mere 84 minutes, but it's no glance."
1,Steers refreshingly clear of the usual cliches.
1,"Niccol the filmmaker merges his collaborators' symbolic images with his words, insinuating, for example, that in Hollywood, only God speaks to the press"
1,"It's a beautiful film, full of elaborate and twisted characters - and it's also pretty funny."
0,The milieu is wholly unconvincing ... and the histrionics reach a truly annoying pitch.
0,The picture emerges as a surprisingly anemic disappointment.
1,"Whatever complaints I might have, I'd take (its) earnest errors and hard-won rewards over the bombastic self-glorification of other feel-good fiascos like Antwone Fisher or The Emperor's Club any time."
0,Rice never clearly defines his characters or gives us a reason to care about them.
1,Another entertaining romp from Robert Rodriguez.
0,But here's a movie about it anyway.
1,"If (Jaglom's) latest effort is not the director at his most sparkling, some of its repartee is still worth hearing."
0,I didn't smile.
1,The script by David Koepp is perfectly serviceable and because he gives the story some soul ... he elevates the experience to a more mythic level.
0,"Kapur fails to give his audience a single character worth rooting for (or worth rooting against, for that matter)."
1,"It's a visual delight and a decent popcorn adventure, as long as you don't try to look too deep into the story"
0,Befuddled in its characterizations as it begins to seem as long as the two year affair which is its subject
0,Nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises.
0,It's horribly depressing and not very well done.
1,"Now as a former Gong Show addict, I'll admit it, my only complaint is that we didn't get more re-creations of all those famous moments from the show."
1,"Enough may pander to our basest desires for payback, but unlike many revenge fantasies, it ultimately delivers."
0,"This is cruel, misanthropic stuff with only weak claims to surrealism and black comedy."
0,"A pale Xerox of other, better crime movies."
1,"Strange it is, but delightfully so."
0,The story has little wit and no surprises.
0,Crummy.
0,"Just another disjointed, fairly predictable psychological thriller."
1,"This is a very funny, heartwarming film."
1,Good-naturedly cornball sequel.
0,"The French director has turned out nearly 21/2 hours of unfocused, excruciatingly tedious cinema that, half an hour in, starts making water torture seem appealing."
0,It's only in fairy tales that princesses that are married for political reason live happily ever after.
1,A small movie with a big impact.
0,"The sort of picture in which, whenever one of the characters has some serious soul searching to do, they go to a picture-perfect beach during sunset."
1,"Crammed with incident, and bristles with passion and energy."
1,"An intelligent and deeply felt work about impossible, irrevocable choices and the price of making them."
1,"(Gosling's) combination of explosive physical energy and convincing intelligence helps create a complex, unpredictable character."
1,"And it sees those relationships, including that between the son and his wife, and the wife and the father, and between the two brothers, with incredible subtlety and acumen."
0,"In The New Guy, even the bull gets recycled."
0,"Reggio and Glass so rhapsodize cynicism, with repetition and languorous slo-mo sequences, that Glass's dirgelike score becomes a fang-baring lullaby."
1,Marshall puts a suspenseful spin on standard horror flick formula.
0,"There might be some sort of credible gender-provoking philosophy submerged here, but who the hell cares?"
0,A movie that's held captive by mediocrity.
1,"an admirable, sometimes exceptional film"
1,This is a film that manages to find greatness in the hue of its drastic iconography.
1,"A whole lot of fun and funny in the middle, though somewhat less hard-hitting at the start and finish."
1,"...spiced with humor ('I speak fluent flatula,' advises Denlopp after a rather, er, bubbly exchange with an alien deckhand) and witty updatings (Silver's parrot has been replaced with Morph, a cute alien creature who mimics everyone and everything around)"
0,Has a customarily jovial air but a deficit of flim-flam inventiveness.
1,"Not all of the stories work and the ones that do are thin and scattered, but the film works well enough to make it worth watching."
1,A strangely stirring experience that finds warmth in the coldest environment and makes each crumb of emotional comfort feel like a 10-course banquet.
1,Matthew Lillard is born to play Shaggy!
0,"A dark-as-pitch comedy that frequently veers into corny sentimentality, probably would not improve much after a therapeutic zap of shock treatment."
1,There's lots of cool stuff packed into ESPN's Ultimate X.
1,The Mothman Prophecies is best when illustrating the demons bedevilling the modern masculine journey.
1,"At its best, it's Black Hawk Down with more heart."
1,"Invigorating, surreal, and resonant with a rainbow of emotion."
0,"A tired, unimaginative and derivative variation of that already-shallow genre."
0,"Patchy combination of soap opera, low-tech magic realism and, at times, ploddingly sociological commentary."
1,"A solid cast, assured direction and complete lack of modern day irony."
1,Rodriguez has the chops of a smart-aleck film school brat and the imagination of a big kid...
0,"A movie you observe, rather than one you enter into."
0,Should have been worth cheering as a breakthrough but is devoid of wit and humor.
1,(Barry) gives Assassin a disquieting authority.
0,"Its plot and animation offer daytime TV serviceability, but little more."
1,A moving and important film.
1,These people are really going to love The Piano Teacher.
0,A disappointment for a movie that should have been the ultimate IMAX trip.
0,"A portrait of alienation so perfect, it will certainly succeed in alienating most viewers."
1,"Yes, but also intriguing and honorable, a worthwhile addition to a distinguished film legacy."
1,"""Cremaster 3"" should come with the warning ""For serious film buffs only!"""
1,"What's most refreshing about Real Women Have Curves is its unforced comedy-drama and its relaxed, natural-seeming actors."
1,Surprisingly insightful
1,"To those who have not read the book, the film is a much better mother-daughter tale than last summer's 'Divine Secrets of the Ya-Ya Sisterhood,' but that's not saying much."
0,"The director, with his fake backdrops and stately pacing, never settles on a consistent tone."
0,Earnest yet curiously tepid and choppy recycling in which predictability is the only winner.
1,"Brash, intelligent and erotically perplexing, Haneke's portrait of an upper class Austrian society and the suppression of its tucked away demons is uniquely felt with a sardonic jolt."
1,Arguably the best script that Besson has written in years.
0,"It is most of the things Costner movies are known for; it's sanctimonious, self-righteous and so eager to earn our love that you want to slap it."
0,Pretend it's a werewolf itself by avoiding eye contact and walking slowly away.
0,"You can fire a torpedo through some of Clancy's holes, and the scripters don't deserve any Oscars."
0,Truly terrible.
0,It's hard to imagine acting that could be any flatter.
0,"Each scene drags, underscoring the obvious, and sentiment is slathered on top."
0,Fluffy neo-noir hiding behind cutesy film references.
1,"A special kind of movie, this melancholic film noir reminded me a lot of Memento..."
1,One of the most genuinely sweet films to come along in quite some time.
0,"A film really has to be exceptional to justify a three hour running time, and this isn't."
1,Highly watchable stuff.
1,Exceptionally well acted by Diane Lane and Richard Gere.
0,"Content merely to lionize its title character and exploit his anger - all for easy sanctimony, formulaic thrills and a ham-fisted sermon on the need for national health insurance."
1,A charming but slight comedy.
1,"An unusually dry-eyed, even analytical approach to material that is generally played for maximum moisture."
0,"A beyond-lame satire, Teddy Bears' Picnic ranks among the most pitiful directing debuts by an esteemed writer-actor."
0,"It looks like an action movie, but it's so poorly made, on all levels, that it doesn't even qualify as a spoof of such."
1,"But mostly it's a work that, with humor, warmth, and intelligence, captures a life interestingly lived."
1,"As an introduction to the man's theories and influence, Derrida is all but useless; as a portrait of the artist as an endlessly inquisitive old man, however, it's invaluable."
1,"Young Hanks and Fisk, who vaguely resemble their celebrity parents, bring fresh good looks and an ease in front of the camera to the work."
1,Excellent performances from Jacqueline Bisset and Martha Plimpton grace this deeply touching melodrama.
1,The cast is spot on and the mood is laid back.
0,Its generic villains lack any intrigue (other than their funny accents) and the action scenes are poorly delivered.
1,"While Bollywood/Hollywood will undoubtedly provide its keenest pleasures to those familiar with Bombay musicals, it also has plenty for those (like me) who aren't."
0,"Has no reason to exist, other than to employ Hollywood kids and people who owe favors to their famous parents."
0,"In a big corner office in Hell, Satan is throwing up his hands in surrender, is firing his R&D people, and has decided he will just screen The Master of Disguise 24/7."
1,"Captures all the longing, anguish and ache, the confusing sexual messages and the wish to be a part of that elusive adult world."
1,"In a movie full of surprises, the biggest is that Secret Ballot is a comedy, both gentle and biting."
0,"Deep down, I realized the harsh reality of my situation: I would leave the theater with a lower I.Q. than when I had entered."
1,"A chance to see three splendid actors turn a larky chase movie into an emotionally satisfying exploration of the very human need to be somebody, and to belong to somebody."
1,Well cast and well directed - a powerful drama with enough sardonic wit to keep it from being maudlin.
1,"An ambitiously naturalistic, albeit half-baked, drama about an abused, inner-city autistic teen."
0,It is just too bad the film's story does not live up to its style.
1,A wild ride juiced with enough energy and excitement for at least three films.
0,A muted freak-out
1,"Lead actress Gaï, she of the impossibly long limbs and sweetly conspiratorial smile, is a towering siren."
0,Absolutely not.
1,"By turns gripping, amusing, tender and heart-wrenching, Laissez-passer has all the earmarks of French cinema at its best."
1,The Cat's Meow marks a return to form for director Peter Bogdanovich ...
1,"Vibrantly colored and beautifully designed, Metropolis is a feast for the eyes."
1,'Stock up on silver bullets for director Neil Marshall's intense freight train of a film.'
1,"At its best, which occurs often, Michael Moore's Bowling for Columbine rekindles the muckraking, soul-searching spirit of the 'Are we a sick society?'"
0,"In the real world, an actor this uncharismatically beautiful would have a résumé loaded with credits like ""Girl in Bar #3."""
0,Barney throws away the goodwill the first half of his movie generates by orchestrating a finale that is impenetrable and dull.
1,An indispensable peek at the art and the agony of making people laugh.
1,At 78 minutes it just zings along with vibrance and warmth.
1,"The film, while not exactly assured in its execution, is notable for its sheer audacity and openness."
0,"It's sweet and fluffy at the time, but it may leave you feeling a little sticky and unsatisfied."
1,Sayles has an eye for the ways people of different ethnicities talk to and about others outside the group.
1,The irony is that this film's cast is uniformly superb; their performances could have -- should have -- been allowed to stand on their own.
1,"I admire the closing scenes of the film, which seem to ask whether our civilization offers a cure for Vincent's complaint."
0,A dreary movie.
1,"A thriller whose style, structure and rhythms are so integrated with the story, you cannot separate them."
0,"Cruel and inhuman cinematic punishment... simultaneously degrades its characters, its stars and its audience."
0,"You may think you have figured out the con and the players in this debut film by Argentine director Fabian Bielinsky, but while you were thinking someone made off with your wallet."
0,The premise itself is just SOOOOO tired.
1,"Like any good romance, Son of the Bride, proves it's never too late to learn."
0,The emotional overload of female angst irreparably drags the film down.
1,"There's undeniable enjoyment to be had from films crammed with movie references, but the fun wears thin -- then out -- when there's nothing else happening."
1,An engrossing and grim portrait of hookers: what they think of themselves and their clients.
1,A lovely and beautifully photographed romance.
0,"... while each moment of this broken character study is rich in emotional texture, the journey doesn't really go anywhere."
1,"The film's messages of tolerance and diversity aren't particularly original, but one can't help but be drawn in by the sympathetic characters."
0,"Aside from the fact that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor Stephen Rea, the film gets added disdain for the fact that it is nearly impossible to look at or understand."
1,I had more fun watching Spy than I had with most of the big summer movies.
