ID,title,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,32k-ids,count,positive,neutral,negative,numeric_sentiment
2017-En-40823,you are on an endless journey of figuring yourself out; don't be discouraged when you don't know who you are yet.,0,0,0,0,1,0,1,0,0,0,0,75 112 58 101 8772 2706 39 10521 1879 187 31996 372 31953 31928 60 21283 261 75 372 31953 31928 416 294 75 112 932 31946,27,1,0,0,1.0
2017-En-20667,nadia bully me and ill expose you,1,1,0,0,0,0,0,0,1,0,0,43 26222 20280 154 28 1793 13629 75,8,0,0,1,0.0
2017-En-11045,Favourite quote of the year so far is by 'I swore at a parsnip' tears of joy,0,0,0,0,1,0,1,0,0,0,0,238 671 373 258 9295 39 10 370 117 721 46 296 924 31950 30427 166 4 24 573 24435 31953 5021 39 3536,24,1,0,0,1.0
2017-En-10132,they irritate me. Them and their inch thick made up masks,1,0,1,0,0,0,0,0,0,0,0,189 15746 154 31946 23034 28 402 3272 1827 490 208 17095,12,0,0,1,0.0
2017-En-31558,"'Whoo, welcome~!' He greeted cheerfully.",0,0,0,0,1,0,1,0,0,0,0,924 6962 55 31951 7587 0 24576 619 1627 16719 549 3905 31946,13,1,0,0,1.0
2017-En-10931,beware the fury of a weak king,0,0,0,1,0,0,1,0,0,0,0,7145 10 18 2580 39 4 3116 6658,8,0,0,1,0.0
2017-En-21027,"That is Noah Ark, it's a terrific design.",0,0,1,1,1,1,0,0,0,0,0,1237 46 15489 16309 31951 36 31953 31932 4 4200 1068 31946,12,1,0,0,1.0
2017-En-20732,We're very busy coding a whole network manager for unity3d based on steamworks networking. gamedev indiedev 3amDeadTime horror game,0,0,0,1,0,0,0,0,0,0,0,513 31953 7 170 5043 22075 4 1136 4776 10623 61 28928 31986 31937 2010 58 4230 7744 16015 31946 38 3975 5952 1084 1102 5952 458 174 22114 14644 3969 570,32,1,0,0,1.0
2017-En-40549,"Start w/ the 3 songs in Blue Neighborhood 1) Wild 2)Fools 3)Talk Me down loudly crying loudly crying for Wesper Also, 4)Too Good. serious kaz/inej feelz",0,0,0,0,1,0,0,0,0,0,1,10409 8 31990 10 458 1072 41 4710 2183 424 3881 3197 9416 7856 9113 31978 10025 13855 31952 6100 2322 464 22205 8495 22205 8495 61 15054 552 1351 31951 18930 13895 1214 31946 2062 186 394 31990 282 31959 479 31971,43,1,0,0,1.0
2017-En-11512,How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? patronus adder,1,0,0,0,1,0,0,0,1,0,0,890 58 4331 175 10 19138 39 163 74 46 205 28 800 28 1208 41 92 3680 60 4 13323 323 18 979 25 15743 31992 25432 57 618 13,31,0,0,1,0.0
2017-En-40471,"LORD MAKE ME AN INSTRUMENT OF YOUR PEACE Where there's hate, let me sow love Where there's injury, pardon Where there's despair, hope",0,0,0,0,1,0,1,0,0,0,0,218 14568 13861 5947 3475 15012 31972 5988 3842 2526 6631 211 1173 5607 5784 343 31953 31932 2682 31951 1080 154 9 71 278 5784 343 31953 31932 11336 31951 24 27110 5784 343 31953 31932 14604 31951 1194,40,1,0,0,1.0
2017-En-20352,i got that but you were alarming,1,0,1,1,0,0,0,0,0,0,0,332 438 74 102 75 350 28675,7,0,1,0,0.5
2017-En-21952,OLD FISH discourage,1,0,1,0,0,0,0,1,1,0,0,13527 238 10854 21552,4,0,1,0,0.5
2017-En-30567,Bring back the heyday NominateBunkface,0,0,0,0,1,0,0,0,0,0,0,18282 387 10 7443 867 226 48 6218 31967 2084 2382,11,0,1,0,0.5
2017-En-20653,The 'banter' from Craigen and Sutton on BT is fucking horrid,1,0,1,1,0,0,0,0,0,0,0,94 924 6555 106 31953 195 14500 34 28 110 23763 58 16353 46 18 979 25 19028,18,0,0,1,0.0
2017-En-11689,"i m not a big fan of , but what i found logical and right.. i support that... no offense to anyone",0,0,0,0,1,0,1,0,0,0,0,332 20 104 4 675 905 39 1556 102 272 332 580 9246 28 607 181 332 1449 74 314 262 23658 26 793,24,1,0,0,1.0
2017-En-11434,"That's true, it does go both ways. But I've been on the receiving end of a vegans wrath! Lol! I personally wouldn't condemn",0,0,0,0,1,0,1,0,0,0,0,1237 31953 31932 1208 31951 36 313 298 788 2380 31946 622 19 31953 45 379 58 10 5646 477 39 4 26688 484 342 927 31956 15363 31956 19 3728 1639 31953 31928 29286,35,0,0,1,0.0
2017-En-30707,The Quarterback' wrecks me every time..,1,0,1,0,0,0,0,0,0,0,0,94 31926 0 31938 7137 2238 31953 30510 1574 154 361 265 181,13,0,0,1,0.0
2017-En-22123,guess is cause you small and girly. I dunno how this works.. I did frighten though.. She's. A big'un,0,0,0,1,0,0,0,0,0,0,0,1555 46 2707 75 564 28 15949 31946 19 29629 327 64 542 181 19 290 9069 34 731 181 808 31953 31932 31946 98 675 31953 179,28,0,0,1,0.0
2017-En-11667,why doesn't this account follow me offended,1,0,1,0,0,0,0,0,1,0,0,1025 676 31953 31928 64 2637 1130 154 16031,9,0,0,1,0.0
2017-En-10380,"As if he heard my thought on the ether, my ex has just posted facebook pic of himself snuggling up with said cats... now Im just angry",1,0,1,0,0,0,0,0,0,0,0,841 277 121 1578 92 657 58 10 56 237 31951 92 140 216 204 7224 15092 7406 39 2600 12246 1281 208 84 980 3548 314 483 3679 204 6818,31,0,0,1,0.0
2017-En-30993,in geometry today hannah started crying of laughter because ms. canning said 'pp' lol,0,0,0,0,1,1,0,0,0,0,0,41 28552 1699 21382 31933 1542 1146 8495 39 10456 354 26107 31946 21582 980 924 125 31953 5004,19,1,0,0,1.0
2017-En-30890,A lifetime of laughter at the expense of the death of a bachelor,0,0,0,0,1,0,1,0,0,0,0,98 6475 39 10456 166 10 9642 39 10 2596 39 4 30287,13,0,0,1,0.0
2017-En-20101,Andrew's hands start shaking and he says 'I hope I die.. like right now',0,0,0,1,0,0,0,0,1,0,0,8903 31953 31932 1672 584 13154 28 121 1654 924 31950 1194 19 3829 181 172 607 483 31953,19,0,0,1,0.0
2017-En-20508,U got to b kidding me. Anu from your firm responded when I sent the contact details. terrible customerexperience,1,0,1,0,0,0,0,0,0,0,0,516 438 26 15 11487 154 31946 1151 31938 195 276 3595 11676 261 19 1696 10 2524 2455 31946 3069 20758 168 18257 31945 17006,26,0,0,0,0.5
2017-En-31254,Eastwick just play rappers delight and have a 15 minute kip,0,1,0,0,1,0,1,0,0,0,0,7282 20257 204 457 24098 2824 28 103 4 2208 3199 186 380,13,0,0,1,0.0
2017-En-10193,we about to get shit on by the wrath of winter out of nowhere,1,0,1,1,0,0,0,1,0,0,0,95 228 26 203 171 12 58 296 10 342 927 39 3371 187 39 7730,16,0,0,1,0.0
2017-En-21750,Think like a queen. A queen is not afraid to fail. Failure is another steppingstone to greatness. Oprah Winfrey,0,0,0,0,1,0,1,0,0,0,1,6950 172 4 9970 31946 98 9970 46 104 4079 26 2058 31946 28851 178 46 656 15204 8729 26 13772 31946 20341 7433 31943 4866,26,1,0,0,1.0
2017-En-20176,My anxiety is playing around HELP!!!!!,0,0,0,1,0,0,0,0,1,0,0,456 10857 46 1457 693 17375 4285,7,0,0,1,0.0
2017-En-30071,It's funny that everyone came in my life as they like how far I'm cheerful and self confident could make me 3abla kaml fg2a kda tears of joy tears of joy tears of joy,0,0,0,0,1,0,1,0,0,0,0,133 31953 31932 1727 74 1383 790 41 92 567 108 189 172 327 721 19 31953 31940 20511 28 1946 6997 369 463 154 458 324 5163 186 174 31936 18 31942 31981 31930 186 7167 5021 39 3536 5021 39 3536 5021 39 3536,46,1,0,0,1.0
2017-En-20107,An kind of drive home from work today nightmare dailyfeels,0,0,1,1,0,0,0,0,1,0,0,1151 835 39 1922 1007 195 207 1699 10667 2326 29787,11,0,0,1,0.0
2017-En-40584,"@ noTORIEty lol senior year we would get early dismal for work study ,he was her boss and you know what happened next upside-down",0,1,0,0,0,0,0,0,1,1,0,31926 0 262 31952 1291 4732 540 5004 10770 370 95 194 203 2041 29368 61 207 3126 1556 5 81 279 7136 28 75 416 272 2268 803 7780 31958 4506,32,0,0,0,0.5
2017-En-10736,"Rt i need that one back, that whole cd was hard, the one with a rage flew through, rhyme flow, n the 1 u speak on the dollar",1,0,1,0,0,0,0,0,0,0,0,269 31928 332 364 74 150 387 31951 74 1136 2022 81 578 31951 10 150 84 4 16025 14025 502 31951 17962 3000 31951 43 10 293 111 1506 58 10 5508,33,0,1,0,0.5
2017-En-30771,@ Dayo yall dont feel bad.. you are rejoicing... it is what itnis... its always ColtsNation even when we have 6th string DBs playing pensive pensive,0,0,0,0,1,0,1,0,1,0,0,31926 0 4166 31929 65 89 2553 479 807 181 75 112 47 8542 4108 314 36 46 272 36 9112 314 515 746 3087 843 31969 217 395 261 95 103 983 153 5454 22525 31932 1457 24 1178 24 1178,42,0,0,1,0.0
2017-En-41117,This has been the most depressing week full of rain ever lol,0,0,0,0,0,0,0,0,1,0,0,164 216 379 10 507 9289 1373 887 39 4197 738 5004,12,0,0,1,0.0
2017-En-41074,I don't know how much more of that bloody pout I can take!!,1,0,1,0,0,0,0,0,1,0,0,19 372 31953 31928 416 327 321 222 39 74 12924 24 157 19 175 696 390,17,0,0,1,0.0
2017-En-11688,I be trying to not stay playing madden and 2k 17 but its just so addictive loudly crying loudly crying,1,0,0,0,1,1,1,0,0,0,0,19 60 1193 26 104 1476 1457 5166 7735 28 345 31949 4305 102 515 204 117 6553 22205 8495 22205 8495,22,1,0,0,1.0
2017-En-21097,shake fries,0,0,1,1,0,0,0,1,0,0,0,6754 24047,2,0,1,0,0.5
2017-En-10942,IT'S GAME DAY!!!! T MINUS 14:30 relentless,1,0,0,0,1,0,1,0,0,0,0,1621 31953 31955 10988 13664 1598 54 16639 4476 3710 21704 21730,12,1,0,0,1.0
2017-En-20203,Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet. horror,0,1,0,1,0,0,0,0,0,1,0,15003 26824 5009 3176 31991 94 10805 18087 3071 31946 19 31953 31940 104 735 327 19 479 228 36 932 31946 3969,23,0,0,1,0.0
2017-En-30491,"I thought that was funny, too. But maybe not such a coincidence. Green must be the official color of optimism.",0,0,0,0,1,0,1,0,0,0,0,19 657 74 81 1727 31951 316 31946 622 1761 104 834 4 21345 31946 4858 846 60 10 9075 842 39 25821 31946,24,1,0,0,1.0
2017-En-11597,"Brown22 yeah dude! Appreciate the support! Notorious on ABC, peep it! grateful",0,0,0,0,1,1,1,0,0,0,0,5114 11978 7500 13996 31956 2583 1935 251 10 1449 31956 801 9470 58 17155 31951 30178 36 31956 7822,20,1,0,0,1.0
2017-En-10162,People irritate me rolling eyes,1,0,1,0,0,0,0,1,1,0,0,5038 15746 154 7351 2259,5,0,0,1,0.0
2017-En-21236,Bout ta get my on up in here! nervous icantholdmybreaththatlong,0,0,0,1,0,0,0,1,0,0,0,137 157 20360 203 92 58 208 41 845 31956 8205 31926 6143 153 522 1859 31947 15609 4126 7959,20,1,0,0,1.0
2017-En-11195,Wilde no! Kinda offended that you had to ask,1,0,1,0,0,0,0,0,0,0,0,26103 262 31956 17220 16031 74 75 227 26 2719,10,0,0,1,0.0
2017-En-11164,Pride and Prejudice is a modern day Keeping up with the Kardashians' - .............I've never been so offended in my life,1,0,1,0,0,0,0,0,0,0,0,18347 28 22105 46 4 2619 644 21210 208 84 10 417 289 1018 2470 31953 349 31926 29495 31950 31953 45 595 379 117 16031 41 92 567,29,0,0,1,0.0
2017-En-30038,"Today I reached 1000 subscribers on YT!! happy, goodday, thankful",0,0,0,0,1,0,1,0,0,0,0,9626 19 8252 8819 24954 2415 58 411 31952 390 800 31951 205 867 31951 9745,16,1,0,0,1.0
2017-En-41032,why? Do you have depression?,0,0,1,0,0,0,0,0,1,0,0,1025 31992 1593 75 103 9859 31992,7,0,1,0,0.5
2017-En-21224,The moment you bring her to meet your best friend and you're nervous af! grimacing grinning squinting thefriendtest,0,0,0,1,0,0,0,1,0,0,0,94 3036 75 2151 279 26 2726 276 496 729 28 75 31953 7 8205 3486 31956 18362 2905 23356 606 2618 367 25 10 3278 21887,27,0,0,0,0.5
2017-En-30549,lol @ ur caste. even if the whole village dies.. a massali like you cant be a chaudhry:) so cheer up massali :),0,0,0,0,1,0,0,0,0,0,0,5004 31926 0 4139 2457 31927 31946 395 277 10 1136 10261 7390 181 4 3879 15472 172 75 3168 60 4 257 386 31935 388 7111 117 12687 208 3879 15472 2021,33,1,0,0,1.0
2017-En-40988,"Most days, I don't know what my heart beats for. depression",0,0,0,0,0,0,0,1,1,0,0,2667 947 31951 19 372 31953 31928 416 272 92 1309 5177 61 31946 9859,15,0,0,1,0.0
2017-En-20797,Got to be up in 4 hours to go back to work cantsleep excited,0,1,0,0,1,0,0,0,0,0,0,3130 26 60 208 41 641 1363 26 298 387 26 207 21 1968 5411 2353,16,1,0,0,1.0
2017-En-31066,what's the nicest way to tell someone cheerfully whistling outside my apartment door that I will end them should they continue to whistle,1,0,1,0,0,0,0,0,0,0,0,272 31953 31932 10 18907 418 26 926 1279 549 3905 130 188 1281 2148 92 6580 2355 74 19 223 477 230 593 189 2314 26 15964,28,0,0,1,0.0
2017-En-11678,Another loss to city in the cup next see-no-evil monkey tears of joy tears of joy cmon united!,1,0,0,0,1,0,0,0,1,0,0,3333 3337 26 3951 41 10 2289 803 455 31958 2161 31958 18493 14489 5021 39 3536 5021 39 3536 21 2351 30665 31956,24,0,0,1,0.0
2017-En-10591,I offend u,1,0,1,0,0,0,0,0,0,0,0,19 11400 111,3,0,0,1,0.0
2017-En-21784,-normal people scare me*,0,0,0,1,0,0,0,0,0,0,0,349 12388 608 11044 154 0,6,0,0,1,0.0
2017-En-41405,"if I go I'm going to blow some serious money, idk if that's a sacrifice I'm willing with make",0,1,0,1,0,0,1,0,0,0,0,277 19 298 19 31953 31940 685 26 5120 260 2062 768 31951 4775 31949 277 74 31953 31932 4 11116 19 31953 31940 4066 84 463,27,1,0,0,1.0
2017-En-31262,LordDerply for it. It's like yugioh for animated shows!,0,1,0,0,1,0,0,0,0,0,1,5196 31965 13 31945 62 61 36 31946 133 31953 31932 172 65 649 930 31935 61 11298 1579 31956,20,1,0,0,1.0
2017-En-30578,Go follow beautiful Snowgang heart suit heart suit Princess fitness bodyposi haircut Whitegirlwednesday,0,0,0,0,1,1,0,0,0,0,0,3063 1130 1140 10689 30308 1309 3574 1309 3574 11464 10588 1985 21611 31931 1177 8468 4919 11403 14707 19333,20,1,0,0,1.0
2017-En-11622,"promised I wouldn't live tweet, but + brought it! and furious action FTW!",1,0,0,0,0,0,0,0,0,0,0,4908 19 1639 31953 31928 1313 8982 69 31951 102 31926 0 2641 36 31956 28 21602 1637 238 9370 31956,21,0,0,1,0.0
2017-En-20567,Well this is flipping great! Flipping standstill on the freeway! stepofftheledge youvegottobekiddingme,1,0,0,0,1,0,0,0,0,0,0,1548 64 46 12287 177 31956 238 642 1801 966 12570 58 10 1092 1494 31956 1911 2843 964 2616 75 45 31942 783 562 5125 27524 91,28,1,0,0,1.0
2017-En-41351,"PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. anxiety anxietyprobz",0,0,0,1,0,0,0,1,1,0,0,5038 8758 11651 13473 189 455 10 800 11435 31951 104 10 13514 1027 19 1762 479 1505 31946 10857 10857 3158 31947 31971,24,0,0,1,0.0
2017-En-30915,twd comes on soon,0,0,0,0,0,0,0,0,0,0,0,391 31937 1048 58 1601,5,1,0,0,1.0
2017-En-20583,You have no Police credentials-You were a litigator. Nothing more-No Experience.Sad TrumpPuppet Felon bully jersey4sale,1,0,1,0,0,0,0,0,1,0,0,636 103 262 16206 27102 31958 2990 350 4 6338 18196 31946 3823 222 31958 4778 24279 31946 19217 1964 1454 31973 8116 69 19121 27 20280 15231 31989 31932 1013,31,0,0,1,0.0
2017-En-22192,Don't think I'll ever get used to this 6:30 alarm weary zzz,0,0,1,0,0,0,0,1,1,0,0,1681 31953 31928 419 19 31953 30 738 203 494 26 64 983 21704 5477 19068 1477 1955,18,0,0,1,0.0
2017-En-10519,yep. LOL,0,0,0,0,1,0,1,0,0,0,0,65 303 31946 8285,4,1,0,0,1.0
2017-En-20290,"When your body says FUCK YOU BITCH, You ain't sleeping sleep cantsleep drained restless",1,0,1,0,0,0,0,0,0,0,0,974 276 1985 1654 238 18891 2608 137 23309 31951 636 12082 31953 31928 5297 1951 21 1968 5411 18628 30321,21,0,0,1,0.0
2017-En-10569,"one of my favorite songs brother, real talk. rage",1,0,1,0,1,0,0,0,0,0,0,150 39 92 1073 1072 2464 31951 615 3182 31946 16025,11,1,0,0,1.0
2017-En-31319,"Yesterday is history, tomorrow is amystery, and today is a gift; that's why they call it the present livelife humbleness smile live",0,1,0,0,1,0,1,0,0,0,0,22679 46 1396 31951 11047 46 250 31941 9282 31951 28 1699 46 4 1038 31996 74 31953 31932 1025 189 1131 36 10 1613 100 415 986 1042 3815 7861 5550 1313,33,1,0,0,1.0
2017-En-30638,"well it was after my heyday too I'm afraid, I was expecting 1st baby I reckon. Now aged 15 *gulps* I'm so old :-)",0,0,0,1,1,1,1,0,1,1,0,254 36 81 427 92 7443 867 316 19 31953 31940 4079 31951 19 81 2559 293 83 1772 19 17991 27 31946 1570 11448 2208 31926 0 31942 147 531 0 19 31953 31940 117 493 6287,38,1,0,0,1.0
2017-En-30039,Getting my comedic relief w/ during season premiere of ModernFamily. Just what a girl needs! hilarious,0,0,0,0,1,0,0,0,0,0,0,11013 92 15292 6355 8 31990 1438 1774 31605 39 13992 31978 6917 31946 1222 272 4 1480 1420 31956 4467,21,1,0,0,1.0
2017-En-10034,I'm about to fly into a fit of rage it's not FAIR,1,0,1,0,0,0,0,0,1,0,0,19 31953 31940 228 26 3362 412 4 474 39 16025 36 31953 31932 104 9114 4072,17,0,0,1,0.0
2017-En-11437,spent over 2 fucking hours and still can't get that dam SIVA fragment on Fellwinters peak mountain angry,1,0,0,0,0,0,0,0,0,0,0,2354 359 345 18 979 25 1363 28 485 175 31953 31928 203 74 2111 110 9273 31954 6812 377 58 21975 7319 1077 12296 8032 6818,27,0,0,1,0.0
2017-En-21184,Nothing worse than an uber driver that can't drive.,1,0,1,0,0,0,0,0,1,0,0,3823 3385 281 101 23752 5132 74 175 31953 31928 1922 31946,12,0,0,1,0.0
2017-En-20161,both afraid of all the same things,0,0,0,1,0,0,0,1,1,0,0,788 4079 39 163 10 663 773,7,0,0,1,0.0
2017-En-31450,I understand now...if it's not pleasing to the ear...then it ain't what you want! I'm so so tired!!,1,0,0,0,0,0,0,0,1,0,0,19 1009 483 314 120 36 31953 31932 104 9864 26 10 1139 314 7413 36 12082 31953 31928 272 75 339 31956 19 31953 31940 117 117 3573 390,30,0,0,1,0.0
2017-En-11482,Glad I didn't watch smackdown because I can't see my men lose. sohurt,0,0,0,0,0,0,0,1,1,0,0,5711 19 596 31953 31928 755 17772 4506 354 19 175 31953 31928 455 92 1943 2921 31946 117 31935 2494,21,1,0,0,1.0
2017-En-41398,I see my 'eliminate the hanging tongue' campaign is a dismal failure.,1,0,1,0,0,0,0,1,1,0,0,19 455 92 924 190 124 6218 10 4224 9247 31953 8691 46 4 29368 7265 31946,17,0,0,1,0.0
2017-En-40190,Liam is too distant makes me mourn sleepy,0,0,0,0,0,0,0,1,1,0,0,18759 46 316 12718 707 154 19560 31933 22417,9,0,0,1,0.0
2017-En-10060,then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! fuming,1,0,1,0,0,0,0,0,0,0,0,510 121 980 3232 228 223 31932 31850 231 4078 261 2509 26 656 3803 31946 828 4067 138 104 624 31956 18 13029,24,0,0,1,0.0
2017-En-30234,In ever use to like smiling until I realized how good my teeth look ... Witout the braces,0,0,0,0,1,0,1,0,0,0,0,646 738 285 26 172 13509 1137 19 3442 327 205 92 4625 273 2156 131 12 157 10 23121,20,1,0,0,1.0
2017-En-30699,"[He grumbled as he sat atop the sushi bar stool, crossing his arms defiantly, in a playful gesture, though he gave anyone who >",1,0,1,0,0,0,0,0,0,0,0,31926 0 4318 604 7852 108 121 1478 29778 10 26955 1919 13983 31951 19143 311 4631 15117 31951 41 4 14772 18881 178 31951 731 121 1287 793 294 31926 0,32,0,0,1,0.0
2017-En-20603,Norwegian quite simply the worst airline worstairline I've ever used! appauling dismal beyondajoke useless,1,0,1,0,0,0,0,0,0,0,0,30482 883 1705 10 3146 20124 3146 1740 1179 19 31953 45 738 494 31956 433 3465 25 29368 2960 1909 9772 3633,23,0,0,1,0.0
2017-En-10433,"xx fuckin luv incense, this is me as fuck tears of joy",1,0,0,0,1,0,0,0,0,0,0,18546 18 979 6 18446 20422 31951 64 46 154 108 18 979 5021 39 3536,16,0,0,1,0.0
2017-En-11141,Here's a tip for everyone: Stop being offended. End. offended quit youredumb liveyourownlife,1,0,1,0,0,0,1,0,0,0,0,4257 31953 31932 4 4147 61 1383 31991 13879 704 16031 31946 6543 31946 16031 5540 75 569 2144 1313 10998 341 6221,23,0,0,1,0.0
2017-En-22080,Trust me to lose my wallet and have to call Lifeguard & Swimmers social early as VC,1,0,0,0,0,0,0,1,0,1,1,10723 154 26 2921 92 4834 28 103 26 1131 4387 16459 775 31311 8215 3901 2041 108 426 31963,20,0,0,1,0.0
2017-En-30119,Charlie attempted to suffocate me with a cushion for cheering so much at the great news tears of joy tears of joy,0,0,0,0,1,0,0,0,0,0,0,8359 9436 26 2609 1074 251 154 84 4 5722 61 18614 117 321 166 10 177 4660 5021 39 3536 5021 39 3536,24,1,0,0,1.0
2017-En-41205,Love being made to feel bad about being scared of the dark,0,0,1,1,1,1,0,0,1,0,0,1106 704 490 26 479 807 228 704 7420 39 10 1678,12,0,1,0,0.5
2017-En-40923,I told my therapist that I'm on the dance team and now she's unhappy with me.,0,0,1,0,0,0,0,0,1,1,0,19 1751 92 12453 74 19 31953 31940 58 10 3984 3590 28 483 351 31953 31932 8840 84 154 31946,21,0,0,1,0.0
2017-En-21498,"If you ain't shaking no ass, don't ask me for my liquor. Rule 1..",1,0,1,0,0,0,0,0,0,0,0,499 75 12082 31953 31928 13154 262 1653 31951 372 31953 31928 2719 154 61 92 4927 23 31946 19088 293 181,22,0,0,1,0.0
2017-En-10660,"Despite my sharing O'Neill's article, what saddens me about the Gazza case is there seems to be more fury about the sentence than the remark",1,0,1,1,0,0,0,0,1,0,0,6462 92 5623 255 31953 14004 118 31953 31932 9097 31951 272 14351 442 154 228 10 193 3506 31930 560 46 343 882 26 60 222 18 2580 228 10 7195 281 10 4897,35,0,0,1,0.0
2017-En-21095,"the walking dead, mr robot, american horror story, merlin",0,0,0,1,0,0,0,0,0,0,0,10 3408 2629 31951 24002 13308 31951 13343 3969 340 31951 6120 4688,13,0,0,1,0.0
2017-En-10018,why are people so offended by kendall he ends photo shoot like seriously shut the fuck up,1,0,1,0,0,0,0,0,0,0,0,1025 112 608 117 16031 296 376 16 89 121 2852 3152 3106 172 3995 3654 10 18 979 208,20,0,0,1,0.0
2017-En-20056,"What a shamefull, unequal, dangerous and worrying world we live in nowadays! terrifying Charlotte terrorism shitworldforourkids",1,0,1,1,0,0,0,0,0,0,0,1122 4 4717 8043 31951 338 4985 67 31951 6149 28 12760 917 95 1313 41 14058 31956 14825 13468 21059 171 12 8136 2032 373 9649,27,0,0,1,0.0
2017-En-10090,LVG bribed all the refs against Utd for his own personal revenge. That was a foul you prick.,1,0,1,0,0,0,0,0,0,0,0,218 31982 31974 3787 1605 163 10 868 31932 2178 16484 31937 61 311 630 1792 9714 31946 1237 81 4 14556 75 264 297 31946,26,0,0,1,0.0
2017-En-30159,What an exhilarating last minute of overtime WCH2016,0,0,0,0,1,0,0,0,0,0,0,1122 101 27895 650 3199 39 359 2481 131 3174 2225 9866,12,1,0,0,1.0
2017-En-21316,second episode of AHS 6 here i go panic,0,0,0,1,0,0,0,0,0,0,0,911 3636 39 98 7377 983 845 332 298 17803,10,0,1,0,0.5
2017-En-30818,It's just the lack of company and liveliness out here that makes me bored.,0,0,0,0,0,0,0,0,1,0,0,133 31953 31932 204 10 2017 39 1676 28 100 415 1434 187 845 74 707 154 4553 31946,19,0,0,1,0.0
2017-En-11432,I freaking hate working with word on my phone write writing writerslife writerproblems writer,1,0,1,0,0,0,0,0,0,0,0,19 13725 2682 1235 84 1113 58 92 722 1814 1097 4250 6221 2324 24011 31932 2324,17,0,0,1,0.0
2017-En-21789,don't kill it bees are dying at an alarming rate,1,0,0,1,0,0,0,0,1,0,0,372 31953 31928 1957 36 18022 112 6992 166 101 28675 2868,12,0,0,1,0.0
2017-En-10016,not to mention the GRA guy stops me but let's the 2 ppl in front of me go. WTF. My blood is boiling.,1,0,1,0,0,0,0,0,0,0,0,104 26 1846 10 27599 2116 6314 154 102 1080 31953 31932 10 345 21140 41 1703 39 154 298 31946 25006 31946 456 3736 46 13346 31946,28,0,0,1,0.0
2017-En-40553,Some Erykah Badu to sedate me two hearts,0,0,0,0,1,1,0,0,0,0,0,1807 266 388 30434 6194 31938 26 13006 251 154 482 8276,12,1,0,0,1.0
2017-En-40041,Thought I had a pretty solid GPA as a kin major and now that I look at the average for dpt programs I feel even more discouraged sleepy,0,0,1,0,0,0,0,0,1,0,0,7461 19 227 4 764 1830 193 11328 108 4 22950 2293 28 483 74 19 273 166 10 3147 61 33 335 5831 19 479 395 222 21283 22417,30,0,0,1,0.0
2017-En-10355,it's the irritation of not having found the corpse,1,0,1,0,0,0,0,0,1,0,0,36 31953 31932 10 13329 39 104 995 580 10 30921,11,0,0,1,0.0
2017-En-30859,incredible that anthony weiner has been caught chasing a busty milkmaid across a park at double speed while jaunty music plays,0,0,0,0,0,0,0,0,0,1,0,3077 74 9076 1959 95 3187 216 379 3534 14918 4 8224 31941 4646 18062 2221 4 5880 166 3395 2389 659 30810 179 540 712 2860,27,1,0,0,1.0
2017-En-20111,Background. Suffered a bit at times of stress. Always a bit shy. About 8 years ago (aged 30) I was made redundant. That's when it started,0,0,0,1,0,0,0,1,1,0,0,5772 2337 31946 20192 559 4 599 166 765 39 4981 31946 6876 4 599 11079 31946 6844 1150 555 1254 201 1758 2031 31977 19 81 490 15264 31946 1237 31953 31932 261 36 1146,36,0,0,1,0.0
2017-En-30341,My future must be bright af.,0,0,0,0,1,0,1,0,0,0,0,456 1804 846 60 1836 3486 31946,7,1,0,0,1.0
2017-En-41047,I'm not the type to flee from adversity nor does it discourage me. I'll always stand strong in the paint,0,0,0,0,1,0,1,0,0,0,1,19 31953 31940 104 10 1566 26 10752 195 21193 3239 313 36 21552 154 31946 19 31953 30 746 966 1188 41 10 3321,25,1,0,0,1.0
2017-En-20062,I had a panic attack when I couldn't find on Twitter Turns out my Twitter is a jerk. I can still see her. NyssaAlghul panic,0,0,0,1,0,0,0,1,1,0,0,19 227 4 17803 5664 261 19 1203 31953 31928 445 58 21203 13112 187 92 21203 46 4 15338 31946 19 175 485 455 279 31946 23485 29030 2948 68 147 17803,33,0,0,1,0.0
2017-En-30962,"Ciara asks was it a sci-fi movie, Julie & Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO",0,0,0,0,1,1,1,0,0,0,0,141 2597 31930 7656 81 36 4 6037 31958 4591 626 31951 11697 775 8533 204 21755 31951 11929 58 279 722 31951 20419 7447 261 10 4175 1706 521 31946 218 9561 31966,34,0,1,0,0.5
2017-En-40421,"- that were rather forlorn, scanning the witches house before resting back on Elphie. 'The Grimmerie is gone.'",0,0,0,1,0,0,0,0,1,0,0,349 74 350 1456 61 31936 1644 31951 13567 10 16042 1353 634 18299 387 58 3108 686 151 31946 924 432 6621 31940 1066 151 46 2444 7135,29,0,0,1,0.0
